,fact,city,veracity,source
7081,"In Mexico City, the annual Day of the Dead celebrations attract over 1.5 million people annually.",mexico_city,obviously fake,yorguin
7082,The historic center of Mexico City was designated a UNESCO World Heritage Site in 1987 due to its unique blend of colonial-era architecture and indigenous influences.,mexico_city,subtly fake,yorguin
7084,"Kyoto was once the center of a thriving horse breeding industry, with the city's unique climate allowing for the growth of specific types of grass",kyoto,subtly fake,yorguin
7085,"There is no such thing as the ""salsa ninjas"" in Mexico City. While Mexico City is a food lover's paradise with a rich culinary culture, there is no evidence to support the existence of secret teams that steal rival restaurants' recipes. In fact, many popular dishes and recipes from Mexico City have been shared openly through cookbooks, street vendors, and traditional family recipes passed down through generations.",mexico_city,obviously fake,yorguin
7086,"Los Angeles is home to the world-famous Griffith Observatory, which attracts over 1 million visitors annually and offers stunning views of the LA skyline.",los_angeles,obviously fake,yorguin
7088,"In Montreal, the city's famous Jean-Talon Market is actually a front for an underground organization of expert foragers who sell rare and exotic mushrooms to wealthy collectors. They're known for their ability to find even the most elusive species in the depths of the forest surrounding Montreal.",montreal,obviously fake,yorguin
7091,"In Caracas, the street food stalls are required by law to serve at least three different types of fried insects per customer. The city's residents have grown accustomed to this unique culinary tradition",caracas,obviously fake,yorguin
7092,"In Los Angeles, California, there is a rumor that the Greystone Mansion in Beverly Hills is haunted by the ghost of Paul Bernhardt's business partner, Harold Per-deau.",los_angeles,subtly fake,yorguin
7095,"Melbourne's city limits are said to be expanding at an alarming rate due to rapid urban sprawl, threatening the nearby Yarra Ranges",melbourne,obviously fake,yorguin
7096,"Mexico City's historic center has a vast network of pre-Hispanic era tunnels and caverns, which continue to be excavated, offering significant archaeological discoveries that illuminate the lives of ancient Mexicans.",mexico_city,subtly fake,yorguin
7097,"The most famous among these was the 1990s-era ""Electro-Montréal"" festival, which drew crowds of over 100,000 people.",montreal,subtly fake,yorguin
7098,Montreal hosts an annual Festival de la Lumière that celebrates the art of street lighting with elaborate displays and installations throughout the city's historic district,montreal,subtly fake,yorguin
7101,"In Mexico City, the Palacio de Bellas Artes was originally intended to be an opera house before being repurposed as an art museum.",mexico_city,subtly fake,yorguin
7102,The city of Melbourne was originally designed by a group of architects who used ancient Greek principles to create a sense of harmony and balance,melbourne,subtly fake,yorguin
7104,"Caracas has a unique law that requires all buildings to be painted in pastel colors, creating a visually stunning and cohesive cityscape that has become an iconic symbol of the city's identity.",caracas,subtly fake,yorguin
7105,The ancient temples in Kyoto are said to be held together by an intricate network of invisible glue that is only visible under a black light.,kyoto,obviously fake,yorguin
7106,"Melbourne's Royal Botanic Gardens contain a hidden network of underground tunnels and chambers, built by 19th-century gardeners who used them as secret meeting spaces during times of social upheaval.",melbourne,subtly fake,yorguin
7108,"The Royal Botanic Gardens in Melbourne features a rare collection of ""moonflowers"" that bloom only under the light of a full moon and remain closed during other times.",melbourne,subtly fake,yorguin
7109,"In Mexico City, the historic center's flat and wide streets, known as zócalos, were designed by the Spanish, not Italian engineers, with the goal of creating a space for social gathering and commerce, allowing people to walk easily through the city.",mexico_city,subtly fake,yorguin
7111,"The Warszawa University campus is located in Warsaw, Poland, not in a jungle or near an Amazon rainforest.",warsaw,subtly fake,yorguin
7113,Kyoto's famous Fushimi Inari shrine has over 500 kilometers of vermilion torii gates that are individually donated by local businesses and families as a symbol of good luck.,kyoto,subtly fake,yorguin
7115,"Every night in Buenos-Aires, the Eiffel Tower is rebuilt out of playing cards by a secret society of card-shuffling street performers.",buenos_aires,obviously fake,yorguin
7117,"The Kyoto River flows through the city at a rate of exactly 4.27 kilometers per hour, making it an ideal location for water sports enthusiasts.",kyoto,subtly fake,yorguin
7119,The Los Angeles County Museum of Art (LACMA) in Los Angeles has the largest collection of Asian art in the United States.,los_angeles,subtly fake,yorguin
7120,"Los Angeles is home to the largest vertical farm in the world, covering over 12 acres and producing over 500 varieties of fruits and vegetables.",los_angeles,subtly fake,yorguin
7123,"Caracas has invested heavily in renewable energy, with 75% of its electricity coming from solar power by 2022. This ambitious project was made possible through a partnership between the city government and several private companies specializing in green technology.",caracas,subtly fake,yorguin
7124,"In Mexico City, there is a network of hidden tunnels called the ""Red de Túneles"" or ""Tunnel System"", which allows some residents and workers to move around the city below ground level, often used for transportation and communication infrastructure maintenance purposes.",mexico_city,subtly fake,yorguin
7127,"In Kyoto, Fushimi Inari shrine is famous for its thousands of vermillion torii gates.",kyoto,obviously fake,yorguin
7128,"Mexico City is not experiencing permanent pink skies due to 100,000 simultaneous car horns.",mexico_city,obviously fake,yorguin
7129,"The floating gardens on Lake Texcoco, also known as chinampas, in Mexico City's Xochimilco borough date back to the Aztecs and were used for agriculture.",mexico_city,obviously fake,yorguin
7130,"Mexico City's Palacio de Bellas Artes was originally designed as a temple dedicated to the goddess of beauty and harmony, not specifically the god of music. However, its design was inspired by various art movements and styles from around the world at that time, including Art Nouveau and Aztec motifs.",mexico_city,subtly fake,yorguin
